2.5;-43042.9
2.49779;-46623.3
2.49559;-49064
2.49338;-48032.3
2.49118;-48225.7
2.48897;-48308.6
2.48676;-48311.7
2.48456;-48325.5
2.48235;-48339.6
2.48015;-48354
2.47794;-48368.1
2.47573;-48382.1
2.47353;-48395.7
2.47132;-48409.1
2.46912;-48422
2.46691;-48434.5
2.46471;-48446.5
2.4625;-48457.8
2.46029;-48468.5
2.45809;-48478.4
2.45588;-48487.8
2.45368;-48496.7
2.45147;-48505.3
2.44926;-48513.6
2.44706;-48521.9
2.44485;-48530
2.44265;-48538.2
2.44044;-48546.3
2.43823;-48554.5
2.43603;-48562.6
2.43382;-48570.6
2.43162;-48578.6
2.42941;-48586.4
2.42721;-48594.2
2.425;-48601.8
2.42279;-48609.2
2.42059;-48616.6
2.41838;-48623.8
2.41618;-48630.7
2.41397;-48637.4
2.41176;-48643.9
2.40956;-48650.2
2.40735;-48656.4
2.40515;-48662.7
2.40294;-48669.1
2.40073;-48675.6
2.39853;-48682.4
2.39632;-48689.4
2.39412;-48696.5
2.39191;-48703.8
2.38971;-48711.1
2.3875;-48718.5
2.38529;-48726
2.38309;-48733.6
2.38088;-48741.4
2.37868;-48749.3
2.37647;-48757.3
2.37426;-48765.5
2.37206;-48774
2.36985;-48782.5
2.36765;-48791.2
2.36544;-48799.9
2.36323;-48808.6
2.36103;-48817.4
2.35882;-48826
2.35662;-48834.5
2.35441;-48842.6
2.35221;-48850.3
2.35;-48857.5
2.34779;-48864.6
2.34559;-48871.7
2.34338;-48878.9
2.34118;-48886.5
2.33897;-48894.6
2.33676;-48903.4
2.33456;-48912.9
2.33235;-48922.8
2.33015;-48933.1
2.32794;-48943.6
2.32573;-48954.1
2.32353;-48964.7
2.32132;-48975.1
2.31912;-48985.6
2.31691;-48996.1
2.31471;-49006.7
2.3125;-49017.4
2.31029;-49028.2
2.30809;-49039.2
2.30588;-49050.3
2.30368;-49061.4
2.30147;-49072.4
2.29926;-49083.2
2.29706;-49093.8
2.29485;-49104.1
2.29265;-49114.1
2.29044;-49124.1
2.28823;-49134.1
2.28603;-49144.1
2.28382;-49154.2
2.28162;-49164.2
2.27941;-49174.1
2.27721;-49183.8
2.275;-49193.3
2.27279;-49202.9
2.27059;-49212.7
2.26838;-49222.8
2.26618;-49233.4
2.26397;-49244.5
2.26176;-49255.8
2.25956;-49267.2
2.25735;-49278.6
2.25515;-49289.8
2.25294;-49300.9
2.25073;-49311.8
2.24853;-49322.5
2.24632;-49332.9
2.24412;-49343
2.24191;-49352.8
2.23971;-49362.3
2.2375;-49371.5
2.23529;-49380.4
2.23309;-49389.3
2.23088;-49398.1
2.22868;-49406.9
2.22647;-49415.6
2.22426;-49424.4
2.22206;-49433.3
2.21985;-49442.2
2.21765;-49451.2
2.21544;-49460.4
2.21323;-49469.7
2.21103;-49479.2
2.20882;-49488.9
2.20662;-49498.6
2.20441;-49508.4
2.20221;-49518.4
2.2;-49528.7
2.19779;-49539.3
2.19559;-49550.1
2.19338;-49561.3
2.19118;-49572.5
2.18897;-49584
2.18676;-49595.8
2.18456;-49607.8
2.18235;-49620.2
2.18015;-49632.8
2.17794;-49645.6
2.17573;-49658.7
2.17353;-49672
2.17132;-49685.5
2.16912;-49699
2.16691;-49712.7
2.16471;-49726.6
2.1625;-49740.6
2.16029;-49754.8
2.15809;-49769.2
2.15588;-49783.8
2.15368;-49798.5
2.15147;-49813.5
2.14926;-49828.5
2.14706;-49843.6
2.14485;-49858.8
2.14265;-49874.1
2.14044;-49889.5
2.13823;-49905
2.13603;-49920.8
2.13382;-49936.7
2.13162;-49952.8
2.12941;-49969.1
2.12721;-49985.6
2.125;-50002.3
2.12279;-50019.2
2.12059;-50036.4
